source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.45466666666666666,0.1375499909123952,,,5.0,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,28.03030303030303,0.502514564868477,,0.49789601010477297,0.507133119632181,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,28.565656565656568,0.5038438581883327,,0.49930957378562096,0.5083781425910443,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,29.1010101010101,0.5051484570069249,,0.5006985672136226,0.5095983468002272,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,29.636363636363637,0.5064292619128707,,0.5020603020579342,0.5107982217678073,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,30.17171717171717,0.5076871251137334,,0.5033989709469692,0.5119752792804976,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,30.707070707070706,0.5089228538406587,,0.5047049870990798,0.5131407205822376,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,31.242424242424242,0.5101372134584778,,0.5059930988135681,0.5142813281033876,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,31.77777777777778,0.5113309303115727,,0.5072571030916981,0.5154047575314473,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,32.313131313131315,0.5125046943320228,,0.5084976898649948,0.5165116987990509,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,32.848484848484844,0.5136591614334804,,0.5097155150490007,0.5176028078179602,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,33.38383838383838,0.5147949557113805,,0.5109180078302844,0.5186719035924765,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,33.91919191919192,0.5159126714681008,,0.512095492748019,0.5197298501881826,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,34.45454545454545,0.5170128750796721,,0.5132553412730462,0.520770408886298,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,34.98989898989899,0.5180961067183887,,0.5143948773998843,0.521797336036893,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,35.525252525252526,0.5191628819446805,,0.515521421787149,0.522804342102212,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,36.06060606060606,0.5202136931798691,,0.51662494859122,0.5238024377685182,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,36.5959595959596,0.5212490110704948,,0.5177130441749644,0.5247849779660252,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,37.131313131313135,0.5222692857534241,,0.5187824455063179,0.5257561260005303,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,37.66666666666667,0.5232749480304619,,0.5198338318839032,0.5267160641770207,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,38.2020202020202,0.5242664104600863,,0.5208780720069356,0.5276547489132369,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,38.73737373737374,0.5252440683730413,,0.5219013918960539,0.5285867448500287,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,39.27272727272727,0.5262083008184959,,0.5229112863180211,0.5295053153189707,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,39.80808080808081,0.5271594714459127,,0.5239081810461149,0.5304107618457105,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,40.34343434343434,0.5280979293280552,,0.5248888362329324,0.5313070224231781,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,40.878787878787875,0.5290240097298522,,0.5258571139398257,0.5321909055198787,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,41.41414141414141,0.529938034827012,,0.5268133363420008,0.5330627333120231,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,41.94949494949495,0.5308403143787359,,0.5277542242774578,0.533926404480014,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,42.484848484848484,0.5317311463576004,,0.5286837267648088,0.5347785659503921,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,43.02020202020202,0.5326108175399895,,0.5296020684559576,0.5356195666240214,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,43.55555555555556,0.5334796040602043,,0.5305095254847856,0.5364496826356231,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,44.09090909090909,0.5343377719303533,,0.5313993102713233,0.5372762335893833,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,44.62626262626263,0.5351855775294041,,0.5322857863788965,0.5380853686799117,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,45.161616161616166,0.5360232680624222,,0.533155093828433,0.5388914422964114,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,45.696969696969695,0.5368510819933192,,0.5340215782677576,0.5396805857188808,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,46.23232323232323,0.5376692494520512,,0.534867897971224,0.5404706009328784,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,46.76767676767677,0.5384779926185388,,0.5357082580539769,0.5412477271831007,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,47.303030303030305,0.5392775260846463,,0.5365429352326238,0.5420121169366688,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,47.838383838383834,0.5400680571958105,,0.5373616185885497,0.5427744958030714,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,48.37373737373737,0.5408497863736557,,0.5381713757624725,0.5435281969848388,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,48.90909090909091,0.5416229074209582,,0.5389761758500566,0.5442696389918598,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,49.44444444444444,0.5423876078097862,,0.5397690284837994,0.5450061871357731,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,49.97979797979798,0.543144068954291,,0.5405535797482541,0.5457345581603279,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
real,LOGIS,f1_score,fitted,50.515151515151516,0.543892466468975,,0.5413301295077843,0.5464548034301658,,fivesubtypes_rna_cvae:SKCM:raw:offaug_AE_head_2:CVAE1-100:batch1,fivesubtypes_rna_cvae,SKCM,SKCM_5-2_filtered,raw,CVAE1-100,offaug_AE_head_2,1,miRNA,CVAE,SKCM | raw | offaug_AE_head_2 | CVAE1-100
